"enrollee_id","city","city_development_index","gender","relevent_experience","enrolled_university","education_level","major_discipline","experience","company_size","company_type","last_new_job","training_hours","target"
30599,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other","18","50-99","Pvt Ltd","4",45,0
11595,"city_30",0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","","","3",72,1
17294,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","10000+","Pvt Ltd","2",80,0
7241,"city_103",0.92,"","Has relevent experience","Part time course","Graduate","STEM","15","100-500","Pvt Ltd","2",18,0
12146,"city_138",0.836,"Male","Has relevent experience","no_enrollment","Masters","STEM","6","10000+","Pvt Ltd","1",28,0
32613,"city_16",0.91,"Male","No relevent experience","no_enrollment","High School","","2","","Pvt Ltd","never",35,0
4929,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","<1","100-500","Pvt Ltd","1",16,1
7268,"city_114",0.926,"","No relevent experience","no_enrollment","Primary School","","1","","","never",57,0
11649,"city_11",0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","","","1",78,1
27947,"city_173",0.878,"Male","No relevent experience","no_enrollment","High School","","10","","","1",17,1
19769,"city_114",0.926,"","No relevent experience","no_enrollment","High School","","15","100-500","Pvt Ltd","never",28,0
15673,"city_16",0.91,"","No relevent experience","no_enrollment","High School","","6","5000-9999","","1",7,0
9049,"city_90",0.698,"Male","No relevent experience","Full time course","Graduate","STEM","9","50-99","","never",55,0
12431,"city_73",0.754,"Male","No relevent experience","Full time course","Graduate","STEM","<1","","","never",19,1
6290,"city_73",0.754,"","Has relevent experience","Part time course","Graduate","STEM","14","10000+","Pvt Ltd",">4",23,0
31085,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",">20","50-99","Pvt Ltd","2",18,0
26547,"city_102",0.804,"","No relevent experience","no_enrollment","Masters","Business Degree","2","50-99","Pvt Ltd","1",60,0
19982,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd",">4",76,0
5176,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","50-99","Funded Startup","2",46,1
31146,"city_10",0.895,"Male","Has relevent experience","Part time course","Graduate","STEM","3","10/49","Pvt Ltd","never",33,0
23247,"city_100",0.887,"Male","Has relevent experience","Part time course","Graduate","STEM","4","50-99","Funded Startup","4",94,0
14494,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","Humanities","5","100-500","Funded Startup","3",138,0
1809,"city_103",0.92,"Male","Has relevent experience","Full time course","Graduate","STEM","5","","","2",194,1
29843,"city_21",0.624,"Female","No relevent experience","no_enrollment","Graduate","STEM","4","","","4",29,1
19401,"city_21",0.624,"","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Pvt Ltd","1",78,1
18755,"city_10",0.895,"","Has relevent experience","no_enrollment","Masters","STEM","8","50-99","Pvt Ltd","2",53,0
31008,"city_103",0.92,"Male","No relevent experience","no_enrollment","High School","","9","","","never",20,0
25910,"city_105",0.794,"Male","Has relevent experience","Part time course","Graduate","STEM","5","<10","Pvt Ltd","1",41,0
9415,"city_98",0.949,"","Has relevent experience","no_enrollment","Masters","STEM",">20","","",">4",70,0
8479,"city_36",0.893,"Male","No relevent experience","no_enrollment","Primary School","","4","","","never",17,0
17846,"city_116",0.743,"Male","Has relevent experience","no_enrollment","Masters","STEM","6","10000+","Pvt Ltd","1",109,0
1162,"city_173",0.878,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","50-99","Pvt Ltd","3",100,0
15714,"city_136",0.897,"Male","Has relevent experience","","Masters","STEM","9","10000+","Pvt Ltd",">4",42,0
20463,"city_21",0.624,"","No relevent experience","no_enrollment","","","3","","","",12,0
11604,"city_21",0.624,"Female","No relevent experience","no_enrollment","Graduate","STEM","<1","50-99","","1",23,0
11515,"city_16",0.91,"Male","Has relevent experience","no_enrollment","High School","",">20","","","1",40,0
17749,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","50-99","","1",10,0
30127,"city_16",0.91,"","Has relevent experience","no_enrollment","Graduate","STEM","15","10/49","Early Stage Startup","1",326,0
28342,"city_103",0.92,"","Has relevent experience","Part time course","Masters","STEM","15","1000-4999","Pvt Ltd","2",17,0
32204,"city_28",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM","17","10000+","Pvt Ltd","1",32,0
8489,"city_11",0.55,"Male","Has relevent experience","no_enrollment","","","15","100-500","Pvt Ltd",">4",15,1
2843,"city_105",0.794,"Male","No relevent experience","no_enrollment","Graduate","STEM","1","10/49","Pvt Ltd","1",55,0
13304,"city_21",0.624,"Male","Has relevent experience","Full time course","","","6","100-500","Pvt Ltd","1",51,0
481,"city_1",0.847,"Male","No relevent experience","Full time course","High School","","9","","","1",60,0
16960,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM","13","100-500","Pvt Ltd","1",97,0
7757,"city_21",0.624,"Male","Has relevent experience","","Graduate","STEM","3","","","1",198,0
10615,"city_123",0.738,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","1000-4999","Pvt Ltd","2",29,1
16115,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","20","","","2",104,0
11875,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","Other","<1","","",">4",86,1
440,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","10000+","Pvt Ltd",">4",42,0
8800,"city_103",0.92,"","No relevent experience","Part time course","Graduate","STEM","2","50-99","Public Sector","2",31,0
18662,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","10000+","Pvt Ltd","1",56,1
22443,"city_89",0.925,"Male","Has relevent experience","no_enrollment","Masters","STEM","9","50-99","Pvt Ltd","3",16,0
8894,"city_75",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","<10","Pvt Ltd",">4",21,0
10467,"city_45",0.89,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","100-500","Public Sector",">4",42,0
5978,"city_21",0.624,"Male","No relevent experience","Full time course","High School","","4","","Pvt Ltd","never",58,0
4360,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM","8","50-99","Pvt Ltd","1",204,0
23268,"city_41",0.827,"Male","Has relevent experience","Full time course","Graduate","STEM","17","50-99","Pvt Ltd","4",100,1
200,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",">20","100-500","Pvt Ltd","3",11,1
19757,"city_173",0.878,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd",">4",42,0
33293,"city_100",0.887,"","No relevent experience","Full time course","Graduate","STEM","3","","","1",35,1
7125,"city_114",0.926,"","No relevent experience","Full time course","High School","","5","<10","Public Sector","never",109,0
12010,"city_64",0.666,"","No relevent experience","no_enrollment","Graduate","STEM","18","","",">4",18,1
16617,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM","2","50-99","Funded Startup","1",20,0
32723,"city_21",0.624,"Male","No relevent experience","no_enrollment","Masters","STEM","4","50-99","Pvt Ltd","1",3,0
32625,"city_28",0.939,"Male","Has relevent experience","no_enrollment","Masters","STEM","5","10/49","Pvt Ltd",">4",48,0
7336,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","Arts",">20","100-500","Funded Startup","2",26,0
6490,"city_21",0.624,"","Has relevent experience","Full time course","Graduate","STEM","1","<10","NGO","",176,1
15068,"city_77",0.83,"Male","No relevent experience","no_enrollment","Primary School","","2","","","1",7,0
13423,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","6","<10","Pvt Ltd","4",34,1
24730,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","Business Degree","2","100-500","Pvt Ltd","1",30,0
7715,"city_74",0.579,"Male","Has relevent experience","Full time course","Graduate","STEM","5","10/49","Pvt Ltd","2",83,1
29271,"city_83",0.923,"Male","Has relevent experience","Part time course","Graduate","STEM","5","1000-4999","Pvt Ltd",">4",70,1
28097,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM","15","10000+","Pvt Ltd","2",320,0
1741,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","2","","","1",10,0
27050,"city_103",0.92,"Male","No relevent experience","Full time course","High School","","6","50-99","NGO","4",27,0
10172,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10/49","Pvt Ltd",">4",140,0
11746,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","10000+","Pvt Ltd","3",23,1
9684,"city_10",0.895,"Male","Has relevent experience","no_enrollment","Masters","STEM","17","<10","Early Stage Startup","1",42,0
32893,"city_19",0.682,"Female","Has relevent experience","no_enrollment","Graduate","STEM","7","10000+","Pvt Ltd","4",160,0
11216,"city_103",0.92,"Male","Has relevent experience","Full time course","Phd","Other","13","5000-9999","Pvt Ltd",">4",28,0
19973,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","16","10000+","Pvt Ltd","1",48,0
19720,"city_16",0.91,"","No relevent experience","no_enrollment","Masters","STEM","1","","","1",202,0
6401,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",">20","10000+","Pvt Ltd","2",124,0
28270,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM","6","1000-4999","Pvt Ltd","1",88,0
12589,"city_71",0.884,"Male","Has relevent experience","no_enrollment","Graduate","STEM","19","","",">4",24,0
12107,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","1000-4999","Pvt Ltd","never",16,0
17207,"city_21",0.624,"Male","No relevent experience","no_enrollment","Graduate","STEM","<1","","","never",84,1
27712,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","1000-4999","Pvt Ltd","2",71,1
18069,"city_19",0.682,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","","1",31,0
32999,"city_21",0.624,"Male","Has relevent experience","Part time course","Graduate","STEM","3","10/49","Pvt Ltd","2",328,1
11531,"city_114",0.926,"Male","No relevent experience","no_enrollment","Graduate","STEM",">20","5000-9999","Pvt Ltd","1",97,0
2194,"city_23",0.899,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","10/49","Funded Startup","1",19,0
8230,"city_138",0.836,"Male","No relevent experience","no_enrollment","Primary School","","1","","","never",34,0
28892,"city_71",0.884,"","Has relevent experience","no_enrollment","Graduate","STEM","4","500-999","Pvt Ltd","2",92,0
2395,"city_21",0.624,"","Has relevent experience","no_enrollment","Graduate","STEM","7","<10","Early Stage Startup","1",46,0
26912,"city_103",0.92,"Male","No relevent experience","Full time course","Graduate","STEM","3","","","never",138,1
20586,"city_123",0.738,"Male","Has relevent experience","no_enrollment","Graduate","Humanities","2","","","1",29,1
18274,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","<10","Funded Startup","1",70,0
2200,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","50-99","Pvt Ltd","2",88,0
17202,"city_16",0.91,"Male","Has relevent experience","Full time course","Graduate","STEM",">20","100-500","Pvt Ltd",">4",146,0
24276,"city_21",0.624,"Male","Has relevent experience","Part time course","Graduate","STEM","6","","","1",216,1
14096,"city_103",0.92,"","Has relevent experience","no_enrollment","Masters","Humanities","9","10000+","Pvt Ltd",">4",192,0
28137,"city_21",0.624,"Male","Has relevent experience","Part time course","Masters","STEM","6","","","4",30,0
29801,"city_73",0.754,"Male","No relevent experience","Part time course","Graduate","STEM","5","","","1",80,1
26829,"city_123",0.738,"Male","No relevent experience","no_enrollment","High School","",">20","","","1",56,0
12172,"city_16",0.91,"Male","Has relevent experience","no_enrollment","High School","","6","","","1",86,0
7867,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","3","50-99","","1",48,0
6937,"city_65",0.802,"","No relevent experience","Full time course","Masters","STEM","3","","","",302,0
25519,"city_16",0.91,"Male","No relevent experience","Full time course","Graduate","STEM","1","","","never",55,0
24223,"city_21",0.624,"","Has relevent experience","Full time course","Masters","STEM","7","500-999","Pvt Ltd","1",35,1
31413,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","","1",60,1
15112,"city_103",0.92,"Male","No relevent experience","Full time course","Graduate","STEM","2","","","never",47,1
32271,"city_145",0.555,"Male","Has relevent experience","no_enrollment","Graduate","STEM","2","50-99","Pvt Ltd","1",145,0
11793,"city_21",0.624,"Male","No relevent experience","Full time course","High School","","2","","","never",78,1
13812,"city_10",0.895,"Male","No relevent experience","no_enrollment","Phd","STEM",">20","100-500","Public Sector",">4",24,0
17594,"city_16",0.91,"Male","No relevent experience","no_enrollment","Graduate","STEM","4","50-99","Public Sector","1",36,0
21564,"city_21",0.624,"Male","Has relevent experience","Full time course","Masters","STEM","9","50-99","Pvt Ltd","2",46,1
16320,"city_21",0.624,"Male","No relevent experience","","Graduate","STEM","6","500-999","","1",99,0
315,"city_103",0.92,"Male","No relevent experience","no_enrollment","Masters","STEM","16","10000+","NGO","1",276,0
2402,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","8","10000+","Public Sector","1",156,0
5808,"city_165",0.903,"Male","Has relevent experience","no_enrollment","Masters","STEM","6","","","1",18,0
18499,"city_21",0.624,"","No relevent experience","Full time course","High School","","6","","","4",188,1
19490,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","<10","Funded Startup","4",50,1
21034,"city_16",0.91,"Other","No relevent experience","Full time course","Graduate","STEM","2","50-99","","2",66,0
15410,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","","","1",170,0
4671,"city_74",0.579,"","No relevent experience","Full time course","Graduate","STEM","1","","","1",16,1
14323,"city_75",0.939,"","Has relevent experience","Full time course","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",6,0
4982,"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM","11","100-500","Pvt Ltd","1",46,0
14704,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","10000+","Pvt Ltd","1",42,0
32026,"city_103",0.92,"Male","Has relevent experience","Part time course","Graduate","STEM","5","10/49","Pvt Ltd",">4",64,0
